ST_length	length	misc,raw,lengthdep
SY_SlidingWindow_m_s10_2		SY_SlidingWindow_m_s10_2		stationarity,slidingwin
SY_SlidingWindow_m_s10_10		SY_SlidingWindow_m_s10_10		stationarity,slidingwin
SY_SlidingWindow_m_apen2_1		SY_SlidingWindow_m_apen2_1		stationarity,slidingwin
SY_SlidingWindow_m_apen2_2		SY_SlidingWindow_m_apen2_2		stationarity,slidingwin
SY_SlidingWindow_m_apen2_10		SY_SlidingWindow_m_apen2_10		stationarity,slidingwin
SY_SlidingWindow_m_apen5_1		SY_SlidingWindow_m_apen5_1		stationarity,slidingwin
SY_SlidingWindow_m_apen5_2		SY_SlidingWindow_m_apen5_2		stationarity,slidingwin
SY_SlidingWindow_m_apen5_10		SY_SlidingWindow_m_apen5_10		stationarity,slidingwin
SY_SlidingWindow_m_apen10_1		SY_SlidingWindow_m_apen10_1		stationarity,slidingwin
SY_SlidingWindow_m_apen10_2		SY_SlidingWindow_m_apen10_2		stationarity,slidingwin
SY_SlidingWindow_m_apen10_10	SY_SlidingWindow_m_apen10_10	stationarity,slidingwin
SY_SlidingWindow_m_ent2_1		SY_SlidingWindow_m_ent2_1		stationarity,slidingwin
SY_SlidingWindow_m_ent2_2		SY_SlidingWindow_m_ent2_2		stationarity,slidingwin
SY_SlidingWindow_m_ent2_10		SY_SlidingWindow_m_ent2_10		stationarity,slidingwin
SY_SlidingWindow_m_ent5_1		SY_SlidingWindow_m_ent5_1		stationarity,slidingwin
SY_SlidingWindow_m_ent5_2		SY_SlidingWindow_m_ent5_2		stationarity,slidingwin
SY_SlidingWindow_m_ent5_10		SY_SlidingWindow_m_ent5_10		stationarity,slidingwin
SY_SlidingWindow_m_ent10_1		SY_SlidingWindow_m_ent10_1		stationarity,slidingwin
SY_SlidingWindow_m_ent10_2		SY_SlidingWindow_m_ent10_2		stationarity,slidingwin
SY_SlidingWindow_m_ent10_10		SY_SlidingWindow_m_ent10_10		stationarity,slidingwin
SY_SlidingWindow_s_s2_1			SY_SlidingWindow_s_s2_1			stationarity,slidingwin
SY_SlidingWindow_s_s2_2			SY_SlidingWindow_s_s2_2			stationarity,slidingwin
SY_SlidingWindow_s_s2_10		SY_SlidingWindow_s_s2_10		stationarity,slidingwin
SY_SlidingWindow_s_s5_1			SY_SlidingWindow_s_s5_1			stationarity,slidingwin
SY_SlidingWindow_s_s5_2			SY_SlidingWindow_s_s5_2			stationarity,slidingwin
SY_SlidingWindow_s_s5_10		SY_SlidingWindow_s_s5_10		stationarity,slidingwin
SY_SlidingWindow_s_s10_1		SY_SlidingWindow_s_s10_1		stationarity,slidingwin
SY_SlidingWindow_s_s10_2		SY_SlidingWindow_s_s10_2		stationarity,slidingwin
SY_SlidingWindow_s_s10_10		SY_SlidingWindow_s_s10_10		stationarity,slidingwin
SY_SlidingWindow_s_apen2_1		SY_SlidingWindow_s_apen2_1		stationarity,slidingwin
SY_SlidingWindow_s_apen2_2		SY_SlidingWindow_s_apen2_2		stationarity,slidingwin
SY_SlidingWindow_s_apen2_10		SY_SlidingWindow_s_apen2_10		stationarity,slidingwin
SY_SlidingWindow_s_apen5_1		SY_SlidingWindow_s_apen5_1		stationarity,slidingwin
SY_SlidingWindow_s_apen5_2		SY_SlidingWindow_s_apen5_2		stationarity,slidingwin
SY_SlidingWindow_s_apen5_10		SY_SlidingWindow_s_apen5_10		stationarity,slidingwin
SY_SlidingWindow_s_apen10_1		SY_SlidingWindow_s_apen10_1		stationarity,slidingwin
SY_SlidingWindow_s_apen10_2		SY_SlidingWindow_s_apen10_2		stationarity,slidingwin
SY_SlidingWindow_s_apen10_10	SY_SlidingWindow_s_apen10_10	stationarity,slidingwin
SY_SlidingWindow_s_ent2_1		SY_SlidingWindow_s_ent2_1		stationarity,slidingwin
SY_SlidingWindow_s_ent2_2		SY_SlidingWindow_s_ent2_2		stationarity,slidingwin
SY_SlidingWindow_s_ent2_10		SY_SlidingWindow_s_ent2_10		stationarity,slidingwin
SY_SlidingWindow_s_ent5_1		SY_SlidingWindow_s_ent5_1		stationarity,slidingwin
SY_SlidingWindow_s_ent5_2		SY_SlidingWindow_s_ent5_2		stationarity,slidingwin
SY_SlidingWindow_s_ent5_10		SY_SlidingWindow_s_ent5_10		stationarity,slidingwin
SY_SlidingWindow_s_ent10_1		SY_SlidingWindow_s_ent10_1		stationarity,slidingwin
SY_SlidingWindow_s_ent10_2		SY_SlidingWindow_s_ent10_2		stationarity,slidingwin
SY_SlidingWindow_s_ent10_10		SY_SlidingWindow_s_ent10_10		stationarity,slidingwin
SY_SlidingWindow_ent_s2_1		SY_SlidingWindow_ent_s2_1		stationarity,slidingwin
SY_SlidingWindow_ent_s2_2		SY_SlidingWindow_ent_s2_2		stationarity,slidingwin
SY_SlidingWindow_ent_s2_10		SY_SlidingWindow_ent_s2_10		stationarity,slidingwin
SY_SlidingWindow_ent_s5_1		SY_SlidingWindow_ent_s5_1		stationarity,slidingwin
SY_SlidingWindow_ent_s5_2		SY_SlidingWindow_ent_s5_2		stationarity,slidingwin
SY_SlidingWindow_ent_s5_10		SY_SlidingWindow_ent_s5_10		stationarity,slidingwin
SY_SlidingWindow_ent_s10_1		SY_SlidingWindow_ent_s10_1		stationarity,slidingwin
SY_SlidingWindow_ent_s10_2		SY_SlidingWindow_ent_s10_2		stationarity,slidingwin
SY_SlidingWindow_ent_s10_10		SY_SlidingWindow_ent_s10_10		stationarity,slidingwin
SY_SlidingWindow_ent_apen2_1	SY_SlidingWindow_ent_apen2_1	stationarity,slidingwin
SY_SlidingWindow_ent_apen2_2	SY_SlidingWindow_ent_apen2_2	stationarity,slidingwin
SY_SlidingWindow_ent_apen2_10	SY_SlidingWindow_ent_apen2_10	stationarity,slidingwin
SY_SlidingWindow_ent_apen5_1	SY_SlidingWindow_ent_apen5_1	stationarity,slidingwin
SY_SlidingWindow_ent_apen5_2	SY_SlidingWindow_ent_apen5_2	stationarity,slidingwin
SY_SlidingWindow_ent_apen5_10	SY_SlidingWindow_ent_apen5_10	stationarity,slidingwin
SY_SlidingWindow_ent_apen10_1	SY_SlidingWindow_ent_apen10_1	stationarity,slidingwin
SY_SlidingWindow_ent_apen10_2	SY_SlidingWindow_ent_apen10_2	stationarity,slidingwin
SY_SlidingWindow_ent_apen10_10	SY_SlidingWindow_ent_apen10_10	stationarity,slidingwin
SY_SlidingWindow_ent_ent2_1		SY_SlidingWindow_ent_ent2_1		stationarity,slidingwin
SY_SlidingWindow_ent_ent2_2		SY_SlidingWindow_ent_ent2_2		stationarity,slidingwin
SY_SlidingWindow_ent_ent2_10	SY_SlidingWindow_ent_ent2_10	stationarity,slidingwin
SY_SlidingWindow_ent_ent5_1		SY_SlidingWindow_ent_ent5_1		stationarity,slidingwin
SY_SlidingWindow_ent_ent5_2		SY_SlidingWindow_ent_ent5_2		stationarity,slidingwin
SY_SlidingWindow_ent_ent5_10	SY_SlidingWindow_ent_ent5_10	stationarity,slidingwin
SY_SlidingWindow_ent_ent10_1	SY_SlidingWindow_ent_ent10_1	stationarity,slidingwin
SY_SlidingWindow_ent_ent10_2	SY_SlidingWindow_ent_ent10_2	stationarity,slidingwin
SY_SlidingWindow_ent_ent10_10	SY_SlidingWindow_ent_ent10_10	stationarity,slidingwin
SY_SlidingWindow_apen_s2_1		SY_SlidingWindow_apen_s2_1		stationarity,slidingwin
SY_SlidingWindow_apen_s2_2		SY_SlidingWindow_apen_s2_2		stationarity,slidingwin
SY_SlidingWindow_apen_s2_10		SY_SlidingWindow_apen_s2_10		stationarity,slidingwin
SY_SlidingWindow_apen_s5_1		SY_SlidingWindow_apen_s5_1		stationarity,slidingwin
SY_SlidingWindow_apen_s5_2		SY_SlidingWindow_apen_s5_2		stationarity,slidingwin
SY_SlidingWindow_apen_s5_10		SY_SlidingWindow_apen_s5_10		stationarity,slidingwin
SY_SlidingWindow_apen_s10_1		SY_SlidingWindow_apen_s10_1		stationarity,slidingwin
SY_SlidingWindow_apen_s10_2		SY_SlidingWindow_apen_s10_2		stationarity,slidingwin
SY_SlidingWindow_apen_s10_10	SY_SlidingWindow_apen_s10_10	stationarity,slidingwin
SY_SlidingWindow_apen_apen2_1	SY_SlidingWindow_apen_apen2_1	stationarity,slidingwin
SY_SlidingWindow_apen_apen2_2	SY_SlidingWindow_apen_apen2_2	stationarity,slidingwin
SY_SlidingWindow_apen_apen2_10	SY_SlidingWindow_apen_apen2_10	stationarity,slidingwin
SY_SlidingWindow_apen_apen5_1	SY_SlidingWindow_apen_apen5_1	stationarity,slidingwin
SY_SlidingWindow_apen_apen5_2	SY_SlidingWindow_apen_apen5_2	stationarity,slidingwin
SY_SlidingWindow_apen_apen5_10	SY_SlidingWindow_apen_apen5_10	stationarity,slidingwin
SY_SlidingWindow_apen_apen10_1	SY_SlidingWindow_apen_apen10_1	stationarity,slidingwin
SY_SlidingWindow_apen_apen10_2	SY_SlidingWindow_apen_apen10_2	stationarity,slidingwin
SY_SlidingWindow_apen_apen10_10	SY_SlidingWindow_apen_apen10_10	stationarity,slidingwin
SY_SlidingWindow_apen_ent2_1	SY_SlidingWindow_apen_ent2_1	stationarity,slidingwin
SY_SlidingWindow_apen_ent2_2	SY_SlidingWindow_apen_ent2_2	stationarity,slidingwin
SY_SlidingWindow_apen_ent2_10	SY_SlidingWindow_apen_ent2_10	stationarity,slidingwin
SY_SlidingWindow_apen_ent5_1	SY_SlidingWindow_apen_ent5_1	stationarity,slidingwin
SY_SlidingWindow_apen_ent5_2	SY_SlidingWindow_apen_ent5_2	stationarity,slidingwin
SY_SlidingWindow_apen_ent5_10	SY_SlidingWindow_apen_ent5_10	stationarity,slidingwin
SY_SlidingWindow_apen_ent10_1	SY_SlidingWindow_apen_ent10_1	stationarity,slidingwin
SY_SlidingWindow_apen_ent10_2	SY_SlidingWindow_apen_ent10_2	stationarity,slidingwin
SY_SlidingWindow_apen_ent10_10	SY_SlidingWindow_apen_ent10_10	stationarity,slidingwin
SY_SlidingWindow_mom3_s2_1		SY_SlidingWindow_mom3_s2_1		stationarity,slidingwin
SY_SlidingWindow_mom3_s2_2		SY_SlidingWindow_mom3_s2_2		stationarity,slidingwin
SY_SlidingWindow_mom3_s2_10		SY_SlidingWindow_mom3_s2_10		stationarity,slidingwin
SY_SlidingWindow_mom3_s5_1		SY_SlidingWindow_mom3_s5_1		stationarity,slidingwin
SY_SlidingWindow_mom3_s5_2		SY_SlidingWindow_mom3_s5_2		stationarity,slidingwin
SY_SlidingWindow_mom3_s5_10		SY_SlidingWindow_mom3_s5_10		stationarity,slidingwin
SY_SlidingWindow_mom3_s10_1		SY_SlidingWindow_mom3_s10_1		stationarity,slidingwin
SY_SlidingWindow_mom3_s10_2		SY_SlidingWindow_mom3_s10_2		stationarity,slidingwin
SY_SlidingWindow_mom3_s10_10	SY_SlidingWindow_mom3_s10_10	stationarity,slidingwin
SY_SlidingWindow_mom3_apen2_1	SY_SlidingWindow_mom3_apen2_1	stationarity,slidingwin
SY_SlidingWindow_mom3_apen2_2	SY_SlidingWindow_mom3_apen2_2	stationarity,slidingwin
SY_SlidingWindow_mom3_apen2_10	SY_SlidingWindow_mom3_apen2_10	stationarity,slidingwin
SY_SlidingWindow_mom3_apen5_1	SY_SlidingWindow_mom3_apen5_1	stationarity,slidingwin
SY_SlidingWindow_mom3_apen5_2	SY_SlidingWindow_mom3_apen5_2	stationarity,slidingwin
SY_SlidingWindow_mom3_apen5_10	SY_SlidingWindow_mom3_apen5_10	stationarity,slidingwin
SY_SlidingWindow_mom3_apen10_1	SY_SlidingWindow_mom3_apen10_1	stationarity,slidingwin
SY_SlidingWindow_mom3_apen10_2	SY_SlidingWindow_mom3_apen10_2	stationarity,slidingwin
SY_SlidingWindow_mom3_apen10_10	SY_SlidingWindow_mom3_apen10_10	stationarity,slidingwin
SY_SlidingWindow_mom3_ent2_1	SY_SlidingWindow_mom3_ent2_1	stationarity,slidingwin
SY_SlidingWindow_mom3_ent2_2	SY_SlidingWindow_mom3_ent2_2	stationarity,slidingwin
SY_SlidingWindow_mom3_ent2_10	SY_SlidingWindow_mom3_ent2_10	stationarity,slidingwin
SY_SlidingWindow_mom3_ent5_1	SY_SlidingWindow_mom3_ent5_1	stationarity,slidingwin
SY_SlidingWindow_mom3_ent5_2	SY_SlidingWindow_mom3_ent5_2	stationarity,slidingwin
SY_SlidingWindow_mom3_ent5_10	SY_SlidingWindow_mom3_ent5_10	stationarity,slidingwin
SY_SlidingWindow_mom3_ent10_1	SY_SlidingWindow_mom3_ent10_1	stationarity,slidingwin
SY_SlidingWindow_mom3_ent10_2	SY_SlidingWindow_mom3_ent10_2	stationarity,slidingwin
SY_SlidingWindow_mom3_ent10_10	SY_SlidingWindow_mom3_ent10_10	stationarity,slidingwin
SY_SlidingWindow_mom4_s2_1		SY_SlidingWindow_mom4_s2_1		stationarity,slidingwin
SY_SlidingWindow_mom4_s2_2		SY_SlidingWindow_mom4_s2_2		stationarity,slidingwin
SY_SlidingWindow_mom4_s2_10		SY_SlidingWindow_mom4_s2_10		stationarity,slidingwin
SY_SlidingWindow_mom4_s5_1		SY_SlidingWindow_mom4_s5_1		stationarity,slidingwin
SY_SlidingWindow_mom4_s5_2		SY_SlidingWindow_mom4_s5_2		stationarity,slidingwin
SY_SlidingWindow_mom4_s5_10		SY_SlidingWindow_mom4_s5_10		stationarity,slidingwin
SY_SlidingWindow_mom4_s10_1		SY_SlidingWindow_mom4_s10_1		stationarity,slidingwin
SY_SlidingWindow_mom4_s10_2		SY_SlidingWindow_mom4_s10_2		stationarity,slidingwin
SY_SlidingWindow_mom4_s10_10	SY_SlidingWindow_mom4_s10_10	stationarity,slidingwin
SY_SlidingWindow_mom4_apen2_1	SY_SlidingWindow_mom4_apen2_1	stationarity,slidingwin
SY_SlidingWindow_mom4_apen2_2	SY_SlidingWindow_mom4_apen2_2	stationarity,slidingwin
SY_SlidingWindow_mom4_apen2_10	SY_SlidingWindow_mom4_apen2_10	stationarity,slidingwin
SY_SlidingWindow_mom4_apen5_1	SY_SlidingWindow_mom4_apen5_1	stationarity,slidingwin
SY_SlidingWindow_mom4_apen5_2	SY_SlidingWindow_mom4_apen5_2	stationarity,slidingwin
SY_SlidingWindow_mom4_apen5_10	SY_SlidingWindow_mom4_apen5_10	stationarity,slidingwin
SY_SlidingWindow_mom4_apen10_1	SY_SlidingWindow_mom4_apen10_1	stationarity,slidingwin
SY_SlidingWindow_mom4_apen10_2	SY_SlidingWindow_mom4_apen10_2	stationarity,slidingwin
SY_SlidingWindow_mom4_apen10_10	SY_SlidingWindow_mom4_apen10_10	stationarity,slidingwin
SY_SlidingWindow_mom4_ent2_1	SY_SlidingWindow_mom4_ent2_1	stationarity,slidingwin
SY_SlidingWindow_mom4_ent2_2	SY_SlidingWindow_mom4_ent2_2	stationarity,slidingwin
SY_SlidingWindow_mom4_ent2_10	SY_SlidingWindow_mom4_ent2_10	stationarity,slidingwin
SY_SlidingWindow_mom4_ent5_1	SY_SlidingWindow_mom4_ent5_1	stationarity,slidingwin
SY_SlidingWindow_mom4_ent5_2	SY_SlidingWindow_mom4_ent5_2	stationarity,slidingwin
SY_SlidingWindow_mom4_ent5_10	SY_SlidingWindow_mom4_ent5_10	stationarity,slidingwin
SY_SlidingWindow_mom4_ent10_1	SY_SlidingWindow_mom4_ent10_1	stationarity,slidingwin
SY_SlidingWindow_mom4_ent10_2	SY_SlidingWindow_mom4_ent10_2	stationarity,slidingwin
SY_SlidingWindow_mom4_ent10_10	SY_SlidingWindow_mom4_ent10_10	stationarity,slidingwin
SY_SlidingWindow_lil_s2_1		SY_SlidingWindow_lil_s2_1		stationarity,slidingwin
SY_SlidingWindow_lil_s2_2		SY_SlidingWindow_lil_s2_2		stationarity,slidingwin
SY_SlidingWindow_lil_s2_10		SY_SlidingWindow_lil_s2_10		stationarity,slidingwin
SY_SlidingWindow_lil_s5_1		SY_SlidingWindow_lil_s5_1		stationarity,slidingwin
SY_SlidingWindow_lil_s5_2		SY_SlidingWindow_lil_s5_2		stationarity,slidingwin
SY_SlidingWindow_lil_s5_10		SY_SlidingWindow_lil_s5_10		stationarity,slidingwin
SY_SlidingWindow_lil_s10_1		SY_SlidingWindow_lil_s10_1		stationarity,slidingwin
SY_SlidingWindow_lil_s10_2		SY_SlidingWindow_lil_s10_2		stationarity,slidingwin
SY_SlidingWindow_lil_s10_10		SY_SlidingWindow_lil_s10_10		stationarity,slidingwin
SY_SlidingWindow_lil_apen2_1	SY_SlidingWindow_lil_apen2_1	stationarity,slidingwin
SY_SlidingWindow_lil_apen2_2	SY_SlidingWindow_lil_apen2_2	stationarity,slidingwin
SY_SlidingWindow_lil_apen2_10	SY_SlidingWindow_lil_apen2_10	stationarity,slidingwin
SY_SlidingWindow_lil_apen5_1	SY_SlidingWindow_lil_apen5_1	stationarity,slidingwin
SY_SlidingWindow_lil_apen5_2	SY_SlidingWindow_lil_apen5_2	stationarity,slidingwin
SY_SlidingWindow_lil_apen5_10	SY_SlidingWindow_lil_apen5_10	stationarity,slidingwin
SY_SlidingWindow_lil_apen10_1	SY_SlidingWindow_lil_apen10_1	stationarity,slidingwin
SY_SlidingWindow_lil_apen10_2	SY_SlidingWindow_lil_apen10_2	stationarity,slidingwin
SY_SlidingWindow_lil_apen10_10	SY_SlidingWindow_lil_apen10_10	stationarity,slidingwin
SY_SlidingWindow_lil_ent2_1		SY_SlidingWindow_lil_ent2_1		stationarity,slidingwin
SY_SlidingWindow_lil_ent2_2		SY_SlidingWindow_lil_ent2_2		stationarity,slidingwin
SY_SlidingWindow_lil_ent2_10	SY_SlidingWindow_lil_ent2_10	stationarity,slidingwin
SY_SlidingWindow_lil_ent5_1		SY_SlidingWindow_lil_ent5_1		stationarity,slidingwin
SY_SlidingWindow_lil_ent5_2		SY_SlidingWindow_lil_ent5_2		stationarity,slidingwin
SY_SlidingWindow_lil_ent5_10	SY_SlidingWindow_lil_ent5_10	stationarity,slidingwin
SY_SlidingWindow_lil_ent10_1	SY_SlidingWindow_lil_ent10_1	stationarity,slidingwin
SY_SlidingWindow_lil_ent10_2	SY_SlidingWindow_lil_ent10_2	stationarity,slidingwin
SY_SlidingWindow_lil_ent10_10	SY_SlidingWindow_lil_ent10_10	stationarity,slidingwin
SY_SlidingWindow_ac1_s2_1		SY_SlidingWindow_ac1_s2_1		stationarity,slidingwin
SY_SlidingWindow_ac1_s2_2		SY_SlidingWindow_ac1_s2_2		stationarity,slidingwin
SY_SlidingWindow_ac1_s2_10		SY_SlidingWindow_ac1_s2_10		stationarity,slidingwin
SY_SlidingWindow_ac1_s5_1		SY_SlidingWindow_ac1_s5_1		stationarity,slidingwin
SY_SlidingWindow_ac1_s5_2		SY_SlidingWindow_ac1_s5_2		stationarity,slidingwin
SY_SlidingWindow_ac1_s5_10		SY_SlidingWindow_ac1_s5_10		stationarity,slidingwin
SY_SlidingWindow_ac1_s10_1		SY_SlidingWindow_ac1_s10_1		stationarity,slidingwin
SY_SlidingWindow_ac1_s10_2		SY_SlidingWindow_ac1_s10_2		stationarity,slidingwin
SY_SlidingWindow_ac1_s10_10		SY_SlidingWindow_ac1_s10_10		stationarity,slidingwin
SY_SlidingWindow_ac1_apen2_1	SY_SlidingWindow_ac1_apen2_1	stationarity,slidingwin
SY_SlidingWindow_ac1_apen2_2	SY_SlidingWindow_ac1_apen2_2	stationarity,slidingwin
SY_SlidingWindow_ac1_apen2_10	SY_SlidingWindow_ac1_apen2_10	stationarity,slidingwin
SY_SlidingWindow_ac1_apen5_1	SY_SlidingWindow_ac1_apen5_1	stationarity,slidingwin
SY_SlidingWindow_ac1_apen5_2	SY_SlidingWindow_ac1_apen5_2	stationarity,slidingwin
SY_SlidingWindow_ac1_apen5_10	SY_SlidingWindow_ac1_apen5_10	stationarity,slidingwin
SY_SlidingWindow_ac1_apen10_1	SY_SlidingWindow_ac1_apen10_1	stationarity,slidingwin
SY_SlidingWindow_ac1_apen10_2	SY_SlidingWindow_ac1_apen10_2	stationarity,slidingwin
SY_SlidingWindow_ac1_apen10_10	SY_SlidingWindow_ac1_apen10_10	stationarity,slidingwin
SY_SlidingWindow_ac1_ent2_1		SY_SlidingWindow_ac1_ent2_1		stationarity,slidingwin
SY_SlidingWindow_ac1_ent2_2		SY_SlidingWindow_ac1_ent2_2		stationarity,slidingwin
SY_SlidingWindow_ac1_ent2_10	SY_SlidingWindow_ac1_ent2_10	stationarity,slidingwin
SY_SlidingWindow_ac1_ent5_1		SY_SlidingWindow_ac1_ent5_1		stationarity,slidingwin
SY_SlidingWindow_ac1_ent5_2		SY_SlidingWindow_ac1_ent5_2		stationarity,slidingwin
SY_SlidingWindow_ac1_ent5_10	SY_SlidingWindow_ac1_ent5_10	stationarity,slidingwin
SY_SlidingWindow_ac1_ent10_1	SY_SlidingWindow_ac1_ent10_1	stationarity,slidingwin
SY_SlidingWindow_ac1_ent10_2	SY_SlidingWindow_ac1_ent10_2	stationarity,slidingwin
SY_SlidingWindow_ac1_ent10_10	SY_SlidingWindow_ac1_ent10_10	stationarity,slidingwin
SY_LinearTrend	linear_trend_strength	stationarity,raw
ML_fastdfa	ML_fastdfa_exponent	dfa,scaling,mex
ST_hurst_BillDavidson	ST_hurst_BillDavidson	hurstexp,scaling,shit
SY_StdNthDer_1	SY_StdNthDer_1	entropy
SY_StdNthDer_2	SY_StdNthDer_2	entropy
SY_StdNthDer_3	SY_StdNthDer_3	entropy
SY_StdNthDer_4	SY_StdNthDer_4	entropy
SY_StdNthDer_5	SY_StdNthDer_5	entropy
SY_StdNthDer_6	SY_StdNthDer_6	entropy
SY_StdNthDer_7	SY_StdNthDer_7	entropy
SY_StdNthDer_8	SY_StdNthDer_8	entropy
SY_StdNthDer_9	SY_StdNthDer_9	entropy
SY_StdNthDer_10	SY_StdNthDer_10	entropy
SY_LocalDistributions_2_each	SY_LocalDistributions_2_each	stationarity
SY_LocalGlobal_l10.mean	SY_LocalGlobal_mean_l10	stationarity
SY_LocalGlobal_l20.mean	SY_LocalGlobal_mean_l20	stationarity
SY_LocalGlobal_l50.mean	SY_LocalGlobal_mean_l50	stationarity
SY_LocalGlobal_l100.mean	SY_LocalGlobal_mean_l100	stationarity
SY_LocalGlobal_l500.mean	SY_LocalGlobal_mean_l500	stationarity
SY_LocalGlobal_p001.mean	SY_LocalGlobal_mean_p001	stationarity
SY_LocalGlobal_p005.mean	SY_LocalGlobal_mean_p005	stationarity
SY_LocalGlobal_p01.mean	SY_LocalGlobal_mean_p01	stationarity
SY_LocalGlobal_p1.mean	SY_LocalGlobal_mean_p1	stationarity
SY_LocalGlobal_p5.mean	SY_LocalGlobal_mean_p5	stationarity
SY_LocalGlobal_unicg10.mean	SY_LocalGlobal_mean_unicg10	stationarity
SY_LocalGlobal_unicg20.mean	SY_LocalGlobal_mean_unicg20	stationarity
SY_LocalGlobal_unicg50.mean	SY_LocalGlobal_mean_unicg50	stationarity
SY_LocalGlobal_unicg100.mean	SY_LocalGlobal_mean_unicg100	stationarity
SY_LocalGlobal_unicg500.mean	SY_LocalGlobal_mean_unicg500	stationarity
SY_LocalGlobal_randcg10.mean	SY_LocalGlobal_mean_randcg10	stationarity,stochastic
SY_LocalGlobal_randcg20.mean	SY_LocalGlobal_mean_randcg20	stationarity,stochastic
SY_LocalGlobal_randcg50.mean	SY_LocalGlobal_mean_randcg50	stationarity,stochastic
SY_LocalGlobal_randcg100.mean	SY_LocalGlobal_mean_randcg100	stationarity,stochastic
SY_LocalGlobal_randcg500.mean	SY_LocalGlobal_mean_randcg500	stationarity,stochastic
SY_LocalGlobal_l10.std	SY_LocalGlobal_std_l10	stationarity
SY_LocalGlobal_l20.std	SY_LocalGlobal_std_l20	stationarity
SY_LocalGlobal_l50.std	SY_LocalGlobal_std_l50	stationarity
SY_LocalGlobal_l100.std	SY_LocalGlobal_std_l100	stationarity
SY_LocalGlobal_l500.std	SY_LocalGlobal_std_l500	stationarity
SY_LocalGlobal_p001.std	SY_LocalGlobal_std_p001	stationarity
SY_LocalGlobal_p005.std	SY_LocalGlobal_std_p005	stationarity
SY_LocalGlobal_p01.std	SY_LocalGlobal_std_p01	stationarity
SY_LocalGlobal_p1.std	SY_LocalGlobal_std_p1	stationarity
SY_LocalGlobal_p5.std	SY_LocalGlobal_std_p5	stationarity
SY_LocalGlobal_unicg10.std	SY_LocalGlobal_std_unicg10	stationarity
SY_LocalGlobal_unicg20.std	SY_LocalGlobal_std_unicg20	stationarity
SY_LocalGlobal_unicg50.std	SY_LocalGlobal_std_unicg50	stationarity
SY_LocalGlobal_unicg100.std	SY_LocalGlobal_std_unicg100	stationarity
SY_LocalGlobal_unicg500.std	SY_LocalGlobal_std_unicg500	stationarity
SY_LocalGlobal_randcg10.std	SY_LocalGlobal_std_randcg10	stationarity,stochastic
SY_LocalGlobal_randcg20.std	SY_LocalGlobal_std_randcg20	stationarity,stochastic
SY_LocalGlobal_randcg50.std	SY_LocalGlobal_std_randcg50	stationarity,stochastic
SY_LocalGlobal_randcg100.std	SY_LocalGlobal_std_randcg100	stationarity,stochastic
SY_LocalGlobal_randcg500.std	SY_LocalGlobal_std_randcg500	stationarity,stochastic
SY_LocalGlobal_l10.median	SY_LocalGlobal_median_l10	stationarity
SY_LocalGlobal_l20.median	SY_LocalGlobal_median_l20	stationarity
SY_LocalGlobal_l50.median	SY_LocalGlobal_median_l50	stationarity
SY_LocalGlobal_l100.median	SY_LocalGlobal_median_l100	stationarity
SY_LocalGlobal_l500.median	SY_LocalGlobal_median_l500	stationarity
SY_LocalGlobal_p001.median	SY_LocalGlobal_median_p001	stationarity
SY_LocalGlobal_p005.median	SY_LocalGlobal_median_p005	stationarity
SY_LocalGlobal_p01.median	SY_LocalGlobal_median_p01	stationarity
